No.                	Time               	Voltage[ V ]       	Current[ A ]       	Active Power[ W ]  	Apparent Power[ VA ]	Reactive Power[ Var ]	Power Factor[ PF ] 	Frequency[ Hz ]    	Watt Hours[ Wh ]   	CO2[ g ]           	Cost[ Dollar ]     
1                  	2021-09-24 18:45:04	219.7000           	0.0000             	0.0000             	0.0000             	0.0000             	0.0000             	60.0000            	0.0000             	0.0000             	0.0000             
2                  	2021-09-24 18:45:05	219.7000           	0.0000             	0.0000             	0.0000             	0.0000             	0.0000             	60.0000            	0.0000             	0.0000             	0.0000             
3                  	2021-09-24 18:45:06	219.6000           	0.0000             	0.0000             	0.0000             	0.0000             	0.0000             	60.0000            	0.0000             	0.0000             	0.0000             
4                  	2021-09-24 18:45:07	219.6000           	0.0000             	0.0000             	0.0000             	0.0000             	0.0000             	60.0100            	0.0000             	0.0000             	0.0000             
5                  	2021-09-24 18:45:08	219.6000           	0.0000             	0.0000             	0.0000             	0.0000             	0.0000             	60.0000            	0.0000             	0.0000             	0.0000             
6                  	2021-09-24 18:45:09	219.6000           	0.0000             	0.0000             	0.0000             	0.0000             	0.0000             	60.0000            	0.0000             	0.0000             	0.0000             
7                  	2021-09-24 18:45:10	219.3000           	0.1805             	22.0400            	39.5836            	32.9012            	0.5560             	59.9900            	0.0000             	0.0000             	0.0000             
8                  	2021-09-24 18:45:11	219.4000           	0.1805             	22.0400            	39.6017            	32.9162            	0.5560             	60.0000            	0.0000             	0.0000             	0.0000             
9                  	2021-09-24 18:45:12	219.4000           	0.1805             	22.0400            	39.6017            	32.9162            	0.5560             	59.9900            	0.0000             	0.0000             	0.0000             
10                 	2021-09-24 18:45:13	219.4000           	0.1805             	22.0400            	39.6017            	32.9162            	0.5560             	59.9900            	0.0000             	0.0000             	0.0000             
11                 	2021-09-24 18:45:14	219.4000           	0.1805             	22.0400            	39.6017            	32.9162            	0.5560             	59.9900            	0.0000             	0.0000             	0.0000             
12                 	2021-09-24 18:45:15	219.4000           	0.5162             	73.5000            	113.2543           	86.2590            	0.6480             	59.9900            	0.0000             	0.0000             	0.0000             
13                 	2021-09-24 18:45:17	219.4000           	0.5161             	73.5000            	113.2323           	86.2423            	0.6480             	59.9900            	0.0000             	0.0000             	0.0000             
14                 	2021-09-24 18:45:18	219.5000           	0.5163             	73.5600            	113.3278           	86.3151            	0.6480             	59.9900            	0.0000             	0.0000             	0.0000             
15                 	2021-09-24 18:45:19	219.5000           	0.5164             	73.5900            	113.3498           	86.3318            	0.6480             	59.9900            	0.0000             	0.0000             	0.0000             
16                 	2021-09-24 18:45:20	219.5000           	0.5169             	73.7400            	113.4596           	86.3187            	0.6490             	60.0000            	0.0000             	0.0000             	0.0000             
17                 	2021-09-24 18:45:21	219.5000           	0.5168             	73.7400            	113.4376           	86.3020            	0.6490             	59.9900            	0.0000             	0.0000             	0.0000             
18                 	2021-09-24 18:45:22	219.6000           	0.5169             	73.7400            	113.5112           	86.3580            	0.6490             	59.9900            	0.0000             	0.0000             	0.0000             
19                 	2021-09-24 18:45:23	219.5000           	0.5169             	74.4600            	113.4596           	85.6348            	0.6560             	59.9900            	0.0000             	0.0000             	0.0000             
20                 	2021-09-24 18:45:24	219.4000           	0.5216             	78.6100            	114.4390           	83.2660            	0.6860             	60.0000            	0.0000             	0.0000             	0.0000             
21                 	2021-09-24 18:45:26	219.4000           	0.5398             	89.2200            	118.4321           	77.9308            	0.7530             	60.0000            	0.0000             	0.0000             	0.0000             
22                 	2021-09-24 18:45:27	219.3000           	0.5948             	110.4000           	130.4396           	69.5482            	0.8460             	60.0000            	0.0000             	0.0000             	0.0000             
23                 	2021-09-24 18:45:28	219.2000           	0.6516             	127.4000           	142.8307           	64.8456            	0.8910             	60.0000            	0.0000             	0.0000             	0.0000             
24                 	2021-09-24 18:45:29	219.1000           	0.7642             	156.5000           	167.4362           	59.8204            	0.9340             	60.0000            	0.0000             	0.0000             	0.0000             
25                 	2021-09-24 18:45:30	219.1000           	0.7694             	157.7000           	168.5755           	59.7849            	0.9350             	60.0000            	0.0000             	0.0000             	0.0000             
26                 	2021-09-24 18:45:32	219.1000           	0.7699             	157.8000           	168.6851           	59.8238            	0.9350             	60.0000            	0.0000             	0.0000             	0.0000             
27                 	2021-09-24 18:45:33	219.1000           	0.7706             	158.0000           	168.8385           	59.8782            	0.9350             	60.0000            	0.0000             	0.0000             	0.0000             
28                 	2021-09-24 18:45:34	219.1000           	0.7711             	158.1000           	168.9480           	59.9170            	0.9350             	60.0000            	0.0000             	0.0000             	0.0000             
29                 	2021-09-24 18:45:35	219.2000           	0.7714             	158.3000           	169.0909           	59.5200            	0.9360             	60.0000            	0.0000             	0.0000             	0.0000             
30                 	2021-09-24 18:45:36	219.1000           	0.8026             	165.8000           	175.8497           	59.0174            	0.9420             	60.0000            	0.0000             	0.0000             	0.0000             
31                 	2021-09-24 18:45:37	219.0000           	0.8419             	175.0000           	184.3761           	58.6814            	0.9480             	59.9900            	0.0000             	0.0000             	0.0000             
32                 	2021-09-24 18:45:38	219.0000           	0.8436             	175.3000           	184.7484           	58.2467            	0.9490             	59.9900            	0.0000             	0.0000             	0.0000             
33                 	2021-09-24 18:45:39	219.0000           	0.8339             	173.1000           	182.6241           	58.6650            	0.9470             	59.9900            	0.0000             	0.0000             	0.0000             
34                 	2021-09-24 18:45:41	219.0000           	0.8343             	173.2000           	182.7117           	58.6931            	0.9470             	59.9900            	0.0000             	0.0000             	0.0000             
35                 	2021-09-24 18:45:42	219.0000           	0.8347             	173.3000           	182.7993           	58.7213            	0.9470             	59.9800            	0.0000             	0.0000             	0.0000             
36                 	2021-09-24 18:45:43	219.1000           	0.8353             	173.5000           	183.0142           	58.2480            	0.9480             	59.9800            	0.0000             	0.0000             	0.0000             
37                 	2021-09-24 18:45:44	219.1000           	0.8357             	173.6000           	183.1019           	58.2759            	0.9480             	59.9800            	0.0000             	0.0000             	0.0000             
38                 	2021-09-24 18:45:45	219.0000           	0.8231             	170.6000           	180.2589           	58.4339            	0.9460             	59.9800            	0.0000             	0.0000             	0.0000             
39                 	2021-09-24 18:45:46	219.1000           	0.8217             	170.4000           	180.0345           	58.3612            	0.9460             	59.9800            	0.0000             	0.0000             	0.0000             
40                 	2021-09-24 18:45:47	219.1000           	0.8201             	170.0000           	179.6839           	58.2475            	0.9460             	59.9900            	0.0000             	0.0000             	0.0000             
41                 	2021-09-24 18:45:49	219.1000           	0.8073             	167.0000           	176.8794           	58.8642            	0.9430             	59.9800            	0.0000             	0.0000             	0.0000             
42                 	2021-09-24 18:45:50	219.0000           	0.8071             	166.9000           	176.7549           	58.3195            	0.9440             	59.9800            	0.0000             	0.0000             	0.0000             
43                 	2021-09-24 18:45:51	219.1000           	0.8071             	166.9000           	176.8356           	58.3461            	0.9440             	59.9900            	0.0000             	0.0000             	0.0000             
44                 	2021-09-24 18:45:52	219.0000           	0.8073             	166.9000           	176.7987           	58.3339            	0.9440             	59.9800            	0.0000             	0.0000             	0.0000             
45                 	2021-09-24 18:45:53	219.1000           	0.8073             	167.0000           	176.8794           	58.3606            	0.9440             	59.9800            	0.0000             	0.0000             	0.0000             
46                 	2021-09-24 18:45:54	219.1000           	0.8074             	167.0000           	176.9013           	58.3678            	0.9440             	59.9700            	0.0000             	0.0000             	0.0000             
47                 	2021-09-24 18:45:55	219.1000           	0.8074             	167.0000           	176.9013           	58.3678            	0.9440             	59.9800            	0.0000             	0.0000             	0.0000             
48                 	2021-09-24 18:45:56	219.1000           	0.8075             	167.0000           	176.9232           	58.3750            	0.9440             	59.9800            	0.0000             	0.0000             	0.0000             
49                 	2021-09-24 18:45:57	219.0000           	0.8077             	167.1000           	176.8863           	58.3628            	0.9440             	59.9800            	0.0000             	0.0000             	0.0000             
50                 	2021-09-24 18:45:58	219.0000           	0.8079             	167.1000           	176.9301           	58.3773            	0.9440             	59.9800            	0.0000             	0.0000             	0.0000             
51                 	2021-09-24 18:45:59	219.0000           	0.8080             	167.1000           	176.9520           	58.3845            	0.9440             	59.9700            	0.0000             	0.0000             	0.0000             
52                 	2021-09-24 18:46:00	218.9000           	0.8082             	167.1000           	176.9150           	58.3723            	0.9440             	59.9700            	0.0000             	0.0000             	0.0000             
53                 	2021-09-24 18:46:01	218.9000           	0.8084             	167.2000           	176.9588           	58.3867            	0.9440             	59.9700            	0.0000             	0.0000             	0.0000             
54                 	2021-09-24 18:46:02	218.9000           	0.8084             	167.2000           	176.9588           	58.3867            	0.9440             	59.9800            	0.0000             	0.0000             	0.0000             
55                 	2021-09-24 18:46:04	219.0000           	0.8085             	167.3000           	177.0615           	58.4206            	0.9440             	59.9800            	0.0000             	0.0000             	0.0000             
56                 	2021-09-24 18:46:05	219.0000           	0.8085             	167.3000           	177.0615           	58.4206            	0.9440             	59.9700            	0.0000             	0.0000             	0.0000             
57                 	2021-09-24 18:46:06	218.9000           	0.8087             	167.3000           	177.0244           	57.8994            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
58                 	2021-09-24 18:46:07	218.9000           	0.8088             	167.3000           	177.0463           	57.9066            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
59                 	2021-09-24 18:46:08	219.0000           	0.8087             	167.4000           	177.1053           	57.9259            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
60                 	2021-09-24 18:46:09	218.9000           	0.8087             	167.3000           	177.0244           	57.8994            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
61                 	2021-09-24 18:46:10	218.9000           	0.8086             	167.3000           	177.0025           	57.8923            	0.9450             	59.9700            	0.0000             	0.0000             	0.0000             
62                 	2021-09-24 18:46:11	218.9000           	0.8086             	167.3000           	177.0025           	57.8923            	0.9450             	59.9700            	0.0000             	0.0000             	0.0000             
63                 	2021-09-24 18:46:13	218.9000           	0.8084             	167.3000           	176.9588           	57.8780            	0.9450             	59.9700            	0.0000             	0.0000             	0.0000             
64                 	2021-09-24 18:46:14	218.9000           	0.8085             	167.2000           	176.9806           	57.8851            	0.9450             	59.9700            	0.0000             	0.0000             	0.0000             
65                 	2021-09-24 18:46:15	218.9000           	0.8085             	167.3000           	176.9806           	57.8851            	0.9450             	59.9700            	0.0000             	0.0000             	0.0000             
66                 	2021-09-24 18:46:16	218.9000           	0.8085             	167.3000           	176.9806           	57.8851            	0.9450             	59.9700            	0.0000             	0.0000             	0.0000             
67                 	2021-09-24 18:46:17	218.9000           	0.8087             	167.3000           	177.0244           	57.8994            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
68                 	2021-09-24 18:46:18	219.0000           	0.8086             	167.4000           	177.0834           	57.9187            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
69                 	2021-09-24 18:46:19	219.0000           	0.8086             	167.4000           	177.0834           	57.9187            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
70                 	2021-09-24 18:46:20	219.0000           	0.8086             	167.4000           	177.0834           	57.9187            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
71                 	2021-09-24 18:46:21	218.9000           	0.8086             	167.4000           	177.0025           	57.8923            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
72                 	2021-09-24 18:46:22	218.9000           	0.8085             	167.4000           	176.9806           	57.8851            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
73                 	2021-09-24 18:46:23	218.9000           	0.8084             	167.4000           	176.9588           	57.8780            	0.9450             	59.9900            	0.0000             	0.0000             	0.0000             
74                 	2021-09-24 18:46:25	218.9000           	0.8084             	167.4000           	176.9588           	57.8780            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
75                 	2021-09-24 18:46:26	218.9000           	0.8084             	167.3000           	176.9588           	57.8780            	0.9450             	59.9900            	0.0000             	0.0000             	0.0000             
76                 	2021-09-24 18:46:27	218.9000           	0.8082             	167.3000           	176.9150           	57.8636            	0.9450             	59.9900            	0.0000             	0.0000             	0.0000             
77                 	2021-09-24 18:46:28	218.9000           	0.8081             	167.3000           	176.8931           	57.8565            	0.9450             	59.9900            	0.0000             	0.0000             	0.0000             
78                 	2021-09-24 18:46:29	218.9000           	0.8079             	167.3000           	176.8493           	57.8422            	0.9450             	59.9900            	0.0000             	0.0000             	0.0000             
79                 	2021-09-24 18:46:30	218.8000           	0.8078             	167.2000           	176.7466           	57.8086            	0.9450             	59.9900            	0.0000             	0.0000             	0.0000             
80                 	2021-09-24 18:46:31	218.9000           	0.8076             	167.2000           	176.7836           	57.8207            	0.9450             	59.9900            	0.0000             	0.0000             	0.0000             
81                 	2021-09-24 18:46:33	218.9000           	0.8076             	167.2000           	176.7836           	57.8207            	0.9450             	59.9900            	0.0000             	0.0000             	0.0000             
82                 	2021-09-24 18:46:34	218.9000           	0.8075             	167.2000           	176.7618           	57.8135            	0.9450             	59.9900            	0.0000             	0.0000             	0.0000             
83                 	2021-09-24 18:46:35	218.9000           	0.8074             	167.2000           	176.7399           	57.8064            	0.9450             	59.9900            	0.0000             	0.0000             	0.0000             
84                 	2021-09-24 18:46:36	218.9000           	0.8073             	167.1000           	176.7180           	57.7992            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
85                 	2021-09-24 18:46:37	218.9000           	0.8072             	167.1000           	176.6961           	57.7920            	0.9450             	59.9900            	0.0000             	0.0000             	0.0000             
86                 	2021-09-24 18:46:38	219.0000           	0.8072             	167.2000           	176.7768           	57.8184            	0.9450             	59.9900            	0.0000             	0.0000             	0.0000             
87                 	2021-09-24 18:46:39	218.9000           	0.8071             	167.1000           	176.6742           	57.7849            	0.9450             	59.9900            	0.0000             	0.0000             	0.0000             
88                 	2021-09-24 18:46:40	219.0000           	0.8070             	167.1000           	176.7330           	57.8041            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
89                 	2021-09-24 18:46:41	218.9000           	0.8069             	167.1000           	176.6304           	57.7706            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
90                 	2021-09-24 18:46:43	218.9000           	0.8069             	167.1000           	176.6304           	57.7706            	0.9450             	59.9900            	0.0000             	0.0000             	0.0000             
91                 	2021-09-24 18:46:44	218.9000           	0.8068             	167.1000           	176.6085           	57.7634            	0.9450             	59.9900            	0.0000             	0.0000             	0.0000             
92                 	2021-09-24 18:46:45	219.0000           	0.8066             	167.1000           	176.6454           	57.7755            	0.9450             	59.9900            	0.0000             	0.0000             	0.0000             
93                 	2021-09-24 18:46:46	219.0000           	0.8065             	167.1000           	176.6235           	57.2554            	0.9460             	59.9900            	0.0000             	0.0000             	0.0000             
94                 	2021-09-24 18:46:47	219.0000           	0.8064             	167.0000           	176.6016           	57.2483            	0.9460             	59.9900            	0.0000             	0.0000             	0.0000             
95                 	2021-09-24 18:46:48	219.0000           	0.8063             	167.0000           	176.5797           	57.2412            	0.9460             	59.9800            	0.0000             	0.0000             	0.0000             
96                 	2021-09-24 18:46:49	219.0000           	0.8062             	167.0000           	176.5578           	57.2341            	0.9460             	59.9800            	0.0000             	0.0000             	0.0000             
97                 	2021-09-24 18:46:50	218.9000           	0.8062             	167.0000           	176.4772           	57.2080            	0.9460             	59.9800            	0.0000             	0.0000             	0.0000             
98                 	2021-09-24 18:46:52	218.9000           	0.8061             	166.9000           	176.4553           	57.2009            	0.9460             	59.9800            	0.0000             	0.0000             	0.0000             
99                 	2021-09-24 18:46:53	218.9000           	0.8060             	166.9000           	176.4334           	57.1938            	0.9460             	59.9800            	0.0000             	0.0000             	0.0000             
100                	2021-09-24 18:46:54	218.8000           	0.8059             	166.8000           	176.3309           	57.1606            	0.9460             	59.9800            	0.0000             	0.0000             	0.0000             
101                	2021-09-24 18:46:55	218.8000           	0.8057             	166.8000           	176.2872           	57.1464            	0.9460             	59.9800            	0.0000             	0.0000             	0.0000             
102                	2021-09-24 18:46:56	218.8000           	0.8055             	166.7000           	176.2434           	57.1322            	0.9460             	59.9800            	0.0000             	0.0000             	0.0000             
103                	2021-09-24 18:46:57	218.8000           	0.8053             	166.7000           	176.1996           	57.1180            	0.9460             	59.9700            	0.0000             	0.0000             	0.0000             
104                	2021-09-24 18:46:58	218.9000           	0.8049             	166.7000           	176.1926           	57.1158            	0.9460             	59.9800            	0.0000             	0.0000             	0.0000             
105                	2021-09-24 18:46:59	218.9000           	0.8047             	166.6000           	176.1488           	57.1016            	0.9460             	59.9900            	0.0000             	0.0000             	0.0000             
106                	2021-09-24 18:47:00	218.9000           	0.8046             	166.6000           	176.1269           	57.6059            	0.9450             	59.9900            	0.0000             	0.0000             	0.0000             
107                	2021-09-24 18:47:01	218.9000           	0.8044             	166.6000           	176.0832           	57.5916            	0.9450             	59.9900            	0.0000             	0.0000             	0.0000             
108                	2021-09-24 18:47:02	219.0000           	0.8043             	166.6000           	176.1417           	57.6107            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
109                	2021-09-24 18:47:04	218.9000           	0.8042             	166.5000           	176.0394           	57.5773            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
110                	2021-09-24 18:47:05	218.9000           	0.8041             	166.5000           	176.0175           	57.5701            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
111                	2021-09-24 18:47:06	218.9000           	0.8040             	166.5000           	175.9956           	57.5629            	0.9450             	59.9700            	0.0000             	0.0000             	0.0000             
112                	2021-09-24 18:47:07	219.0000           	0.8040             	166.5000           	176.0760           	57.5892            	0.9450             	59.9700            	0.0000             	0.0000             	0.0000             
113                	2021-09-24 18:47:08	219.1000           	0.8038             	166.6000           	176.1126           	57.6012            	0.9450             	59.9700            	0.0000             	0.0000             	0.0000             
114                	2021-09-24 18:47:09	219.0000           	0.8038             	166.5000           	176.0322           	57.5749            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
115                	2021-09-24 18:47:10	219.1000           	0.8036             	166.5000           	176.0688           	57.5869            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
116                	2021-09-24 18:47:11	219.1000           	0.8034             	166.5000           	176.0249           	57.5725            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
117                	2021-09-24 18:47:13	219.1000           	0.8031             	166.4000           	175.9592           	57.5510            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
118                	2021-09-24 18:47:14	219.1000           	0.8029             	166.4000           	175.9154           	57.5367            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
119                	2021-09-24 18:47:15	219.0000           	0.8028             	166.3000           	175.8132           	57.5033            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
120                	2021-09-24 18:47:16	219.1000           	0.8025             	166.3000           	175.8277           	57.5080            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
121                	2021-09-24 18:47:17	219.0000           	0.8024             	166.2000           	175.7256           	57.4746            	0.9450             	59.9900            	0.0000             	0.0000             	0.0000             
122                	2021-09-24 18:47:18	219.0000           	0.8022             	166.1000           	175.6818           	57.4603            	0.9450             	59.9900            	0.0000             	0.0000             	0.0000             
123                	2021-09-24 18:47:19	219.0000           	0.8020             	166.1000           	175.6380           	57.4460            	0.9450             	59.9800            	0.0000             	0.0000             	0.0000             
124                	2021-09-24 18:47:20	219.0000           	0.8018             	166.1000           	175.5942           	57.4317            	0.9450             	60.0000            	0.0000             	0.0000             	0.0000             
125                	2021-09-24 18:47:21	219.0000           	0.8017             	166.1000           	175.5723           	57.4245            	0.9450             	60.0000            	0.0000             	0.0000             	0.0000             
126                	2021-09-24 18:47:22	218.9000           	0.8016             	166.0000           	175.4702           	56.8816            	0.9460             	59.9900            	0.0000             	0.0000             	0.0000             
127                	2021-09-24 18:47:24	218.9000           	0.8014             	166.0000           	175.4265           	56.8674            	0.9460             	59.9900            	0.0000             	0.0000             	0.0000             
128                	2021-09-24 18:47:25	218.9000           	0.8013             	165.9000           	175.4046           	56.8603            	0.9460             	59.9900            	0.0000             	0.0000             	0.0000             
129                	2021-09-24 18:47:26	218.8000           	0.8012             	165.9000           	175.3026           	56.8272            	0.9460             	60.0000            	0.0000             	0.0000             	0.0000             
130                	2021-09-24 18:47:27	218.8000           	0.8010             	165.8000           	175.2588           	56.8131            	0.9460             	59.9900            	0.0000             	0.0000             	0.0000             
131                	2021-09-24 18:47:28	218.8000           	0.8009             	165.8000           	175.2369           	56.8060            	0.9460             	60.0000            	0.0000             	0.0000             	0.0000             
132                	2021-09-24 18:47:29	218.7000           	0.8009             	165.7000           	175.1568           	56.7800            	0.9460             	60.0000            	0.0000             	0.0000             	0.0000             
133                	2021-09-24 18:47:30	218.7000           	0.8008             	165.7000           	175.1350           	56.7729            	0.9460             	59.9900            	0.0000             	0.0000             	0.0000             
134                	2021-09-24 18:47:31	218.7000           	0.8006             	165.7000           	175.0912           	56.7587            	0.9460             	60.0000            	0.0000             	0.0000             	0.0000             
135                	2021-09-24 18:47:32	218.7000           	0.8004             	165.6000           	175.0475           	56.7446            	0.9460             	60.0000            	0.0000             	0.0000             	0.0000             
136                	2021-09-24 18:47:33	218.7000           	0.8003             	165.6000           	175.0256           	56.7375            	0.9460             	60.0000            	0.0000             	0.0000             	0.0000             
137                	2021-09-24 18:47:35	218.7000           	0.8002             	165.6000           	175.0037           	56.7304            	0.9460             	60.0000            	0.0000             	0.0000             	0.0000             
138                	2021-09-24 18:47:36	218.6000           	0.8000             	165.5000           	174.8800           	56.6903            	0.9460             	60.0000            	0.0000             	0.0000             	0.0000             
139                	2021-09-24 18:47:37	218.7000           	0.7999             	165.5000           	174.9381           	56.7091            	0.9460             	60.0000            	0.0000             	0.0000             	0.0000             
140                	2021-09-24 18:47:38	218.7000           	0.7997             	165.4000           	174.8944           	56.6949            	0.9460             	60.0000            	0.0000             	0.0000             	0.0000             
141                	2021-09-24 18:47:39	218.7000           	0.7995             	165.4000           	174.8507           	56.6807            	0.9460             	59.9900            	0.0000             	0.0000             	0.0000             
142                	2021-09-24 18:47:41	218.6000           	0.7994             	165.4000           	174.7488           	56.6477            	0.9460             	60.0000            	0.0000             	0.0000             	0.0000             
143                	2021-09-24 18:47:42	218.6000           	0.7992             	165.3000           	174.7051           	56.6336            	0.9460             	60.0000            	0.0000             	0.0000             	0.0000             
144                	2021-09-24 18:47:43	218.7000           	0.7992             	165.3000           	174.7850           	56.6595            	0.9460             	59.9900            	0.0000             	0.0000             	0.0000             
145                	2021-09-24 18:47:44	218.7000           	0.7990             	165.3000           	174.7413           	56.6453            	0.9460             	59.9900            	0.0000             	0.0000             	0.0000             
146                	2021-09-24 18:47:45	218.7000           	0.7989             	165.3000           	174.7194           	56.6382            	0.9460             	59.9900            	0.0000             	0.0000             	0.0000             
147                	2021-09-24 18:47:46	218.6000           	0.7988             	165.2000           	174.6177           	56.6052            	0.9460             	59.9800            	0.0000             	0.0000             	0.0000             
148                	2021-09-24 18:47:48	218.7000           	0.7985             	165.2000           	174.6319           	56.6098            	0.9460             	60.0000            	0.0000             	0.0000             	0.0000             
149                	2021-09-24 18:47:49	218.7000           	0.7984             	165.2000           	174.6101           	56.6028            	0.9460             	59.9900            	0.0000             	0.0000             	0.0000             
150                	2021-09-24 18:47:50	218.7000           	0.7983             	165.2000           	174.5882           	56.5957            	0.9460             	59.9900            	0.0000             	0.0000             	0.0000             
151                	2021-09-24 18:47:51	218.7000           	0.7982             	165.2000           	174.5663           	56.5886            	0.9460             	59.9900            	0.0000             	0.0000             	0.0000             
152                	2021-09-24 18:47:52	218.7000           	0.7980             	165.1000           	174.5226           	56.5744            	0.9460             	60.0000            	0.0000             	0.0000             	0.0000             
153                	2021-09-24 18:47:53	218.7000           	0.7978             	165.1000           	174.4789           	56.5602            	0.9460             	60.0000            	0.0000             	0.0000             	0.0000             
154                	2021-09-24 18:47:54	218.7000           	0.7977             	165.1000           	174.4570           	56.5531            	0.9460             	60.0000            	0.0000             	0.0000             	0.0000             
155                	2021-09-24 18:47:56	218.8000           	0.7973             	165.0000           	174.4492           	56.5506            	0.9460             	60.0000            	0.0000             	0.0000             	0.0000             
156                	2021-09-24 18:47:57	218.7000           	0.7972             	165.0000           	174.3476           	56.5177            	0.9460             	60.0000            	0.0000             	0.0000             	0.0000             
157                	2021-09-24 18:47:58	218.7000           	0.7969             	164.9000           	174.2820           	56.4964            	0.9460             	60.0000            	0.0000             	0.0000             	0.0000             
158                	2021-09-24 18:47:59	218.7000           	0.7968             	164.9000           	174.2602           	56.4893            	0.9460             	60.0100            	0.0000             	0.0000             	0.0000             
159                	2021-09-24 18:48:00	218.7000           	0.7966             	164.8000           	174.2164           	56.4751            	0.9460             	60.0100            	0.0000             	0.0000             	0.0000             
160                	2021-09-24 18:48:01	218.6000           	0.7965             	164.8000           	174.1149           	56.4422            	0.9460             	60.0000            	0.0000             	0.0000             	0.0000             
161                	2021-09-24 18:48:02	218.6000           	0.7965             	164.8000           	174.1149           	56.4422            	0.9460             	60.0200            	0.0000             	0.0000             	0.0000             
162                	2021-09-24 18:48:04	218.7000           	0.7963             	164.8000           	174.1508           	56.4539            	0.9460             	60.0100            	0.0000             	0.0000             	0.0000             
163                	2021-09-24 18:48:05	218.7000           	0.7962             	164.8000           	174.1289           	56.4468            	0.9460             	60.0300            	0.0000             	0.0000             	0.0000             
164                	2021-09-24 18:48:06	218.7000           	0.7959             	164.7000           	174.0633           	56.4255            	0.9460             	60.0100            	0.0000             	0.0000             	0.0000             
165                	2021-09-24 18:48:07	218.7000           	0.7958             	164.7000           	174.0415           	56.4184            	0.9460             	60.0300            	0.0000             	0.0000             	0.0000             
166                	2021-09-24 18:48:08	218.7000           	0.7956             	164.7000           	173.9977           	56.4043            	0.9460             	60.0300            	0.0000             	0.0000             	0.0000             
167                	2021-09-24 18:48:09	218.7000           	0.7954             	164.6000           	173.9540           	56.3901            	0.9460             	60.0300            	0.0000             	0.0000             	0.0000             
168                	2021-09-24 18:48:10	218.7000           	0.7952             	164.6000           	173.9102           	56.3759            	0.9460             	60.0100            	0.0000             	0.0000             	0.0000             
169                	2021-09-24 18:48:11	218.8000           	0.7951             	164.6000           	173.9679           	56.3946            	0.9460             	60.0200            	0.0000             	0.0000             	0.0000             
170                	2021-09-24 18:48:13	218.8000           	0.7949             	164.6000           	173.9241           	56.3804            	0.9460             	60.0200            	0.0000             	0.0000             	0.0000             
171                	2021-09-24 18:48:14	218.9000           	0.7947             	164.6000           	173.9598           	56.3920            	0.9460             	60.0200            	0.0000             	0.0000             	0.0000             
172                	2021-09-24 18:48:15	218.9000           	0.7945             	164.5000           	173.9161           	56.3778            	0.9460             	60.0300            	0.0000             	0.0000             	0.0000             
173                	2021-09-24 18:48:16	218.9000           	0.7944             	164.5000           	173.8942           	56.3707            	0.9460             	60.0200            	0.0000             	0.0000             	0.0000             
174                	2021-09-24 18:48:17	218.9000           	0.7943             	164.5000           	173.8723           	56.3636            	0.9460             	60.0200            	0.0000             	0.0000             	0.0000             
175                	2021-09-24 18:48:18	218.9000           	0.7942             	164.5000           	173.8504           	56.3565            	0.9460             	60.0200            	0.0000             	0.0000             	0.0000             
176                	2021-09-24 18:48:19	218.9000           	0.7940             	164.4000           	173.8066           	56.3423            	0.9460             	60.0100            	0.0000             	0.0000             	0.0000             
177                	2021-09-24 18:48:20	218.9000           	0.7938             	164.4000           	173.7628           	56.8327            	0.9450             	60.0200            	0.0000             	0.0000             	0.0000             
178                	2021-09-24 18:48:21	218.9000           	0.7938             	164.3000           	173.7628           	56.8327            	0.9450             	60.0200            	0.0000             	0.0000             	0.0000             
179                	2021-09-24 18:48:23	218.9000           	0.7935             	164.3000           	173.6971           	56.8112            	0.9450             	60.0100            	0.0000             	0.0000             	0.0000             
180                	2021-09-24 18:48:24	219.0000           	0.7932             	164.3000           	173.7108           	56.8156            	0.9450             	60.0200            	0.0000             	0.0000             	0.0000             
181                	2021-09-24 18:48:25	219.0000           	0.7930             	164.3000           	173.6670           	56.8013            	0.9450             	60.0200            	0.0000             	0.0000             	0.0000             
