¡ÆC	T1 - K	T2 - K	T3 - K	T4 - K
1406	76.6	60.5	51.1	29.1
1407	76.6	60.5	51.1	29.1
1408	76.6	60.6	51.1	29.1
1409	76.6	60.6	51.1	29.1
1410	76.6	60.6	51.1	29.1
1411	76.6	60.6	51.1	29.1
1412	76.6	60.6	51.1	29.1
1413	76.6	60.6	51.1	29.1
1414	76.6	60.6	51.1	29.1
1415	76.6	60.6	51.1	29.1
1416	76.7	60.6	51.1	29.1
1417	76.7	60.6	51.1	29.1
1418	76.7	60.5	51.1	29.1
1419	76.7	60.5	51.2	29.1
1420	76.7	60.5	51.2	29.2
1421	76.8	60.5	51.2	29.2
1422	76.8	60.5	51.2	29.2
1423	76.8	60.5	51.2	29.2
1424	76.8	60.5	51.3	29.2
1425	76.8	60.5	51.3	29.2
1426	76.8	60.5	51.3	29.2
1427	76.8	60.6	51.3	29.2
1428	76.8	60.6	51.3	29.2
1429	76.8	60.6	51.3	29.2
1430	76.8	60.6	51.3	29.2
1431	76.8	60.6	51.3	29.2
1432	76.8	60.7	51.3	29.2
1433	76.8	60.7	51.3	29.2
1434	76.8	60.7	51.3	29.2
1435	76.8	60.7	51.3	29.2
1436	76.8	60.7	51.3	29.2
1437	76.8	60.8	51.3	29.2
1438	76.8	60.8	51.3	29.2
1439	76.8	60.8	51.3	29.4
1440	76.8	60.8	51.3	29.4
1441	76.8	60.8	51.3	29.4
1442	76.8	60.8	51.3	29.4
1443	76.8	60.8	51.3	29.4
1444	76.8	60.8	51.3	29.4
1445	77	60.8	51.3	29.4
1446	77	60.8	51.3	29.4
1447	77	60.8	51.3	29.4
1448	77	60.8	51.3	29.4
1449	77	60.8	51.3	29.4
1450	77	60.8	51.3	29.4
1451	77	61	51.3	29.4
1452	77	61	51.3	29.4
1453	77	61	51.6	29.4
1454	77	61	51.6	29.4
1455	77.1	61	51.6	29.4
1456	77.1	60.8	51.6	29.4
1457	77.1	60.8	51.6	29.4
1458	77.1	60.8	51.6	29.4
1459	77.1	60.8	51.6	29.5
1460	77.1	60.8	51.6	29.5
1461	77.1	61	51.6	29.5
1462	77.1	61	51.6	29.5
1463	77.1	61	51.6	29.5
1464	77.1	61	51.6	29.5
1465	77.2	61	51.6	29.5
1466	77.2	61	51.6	29.5
1467	77.2	61	51.6	29.5
1468	77.2	61	51.6	29.5
1469	77.2	61	51.6	29.5
1470	77.2	61	51.6	29.5
1471	77.2	61	51.6	29.5
1472	77.2	61	51.6	29.5
1473	77.2	61	51.6	29.3
1474	77.2	61	51.6	29.3
1475	77.2	61	51.6	29.3
1476	77.2	61	51.6	29.3
1477	77.2	61	51.6	29.3
1478	77.2	61	51.6	29.2
1479	77.2	61	51.6	29.2
1480	77.2	61	51.6	29.2
1481	77.2	61	51.6	29.2
1482	77.2	61	51.6	29.2
1483	77.2	61	51.6	29.1
1484	77.2	61	51.6	29.1
1485	77.2	61.1	51.6	29.1
1486	77.2	61.1	51.6	29.1
1487	77.2	61.1	51.6	29.1
1488	77.2	61.1	51.6	29.1
1489	77.2	61.1	51.6	29.1
1490	77.2	61.1	51.6	29.1
1491	77.2	61.1	51.6	29.1
1492	77.2	61.1	51.6	29.1
1493	77.2	61.1	51.6	29.2
1494	77.2	61.1	51.6	29.2
1495	77.2	61.2	51.6	29.2
1496	77.2	61.2	51.7	29.2
1497	77.2	61.2	51.7	29.2
1498	77.2	61.2	51.7	29.4
1499	77.3	61.2	51.7	29.4
1500	77.3	61.2	51.7	29.4
1501	77.3	61.2	51.9	29.4
1502	77.3	61.2	51.9	29.4
1503	77.3	61.2	51.9	29.4
1504	77.5	61.2	51.9	29.4
1505	77.5	61.3	51.9	29.4
1506	77.5	61.3	51.9	29.4
1507	77.5	61.3	51.9	29.3
1508	77.5	61.3	51.9	29.3
1509	77.5	61.3	51.9	29.3
1510	77.5	61.3	51.9	29.3
1511	77.5	61.3	52.1	29.3
1512	77.5	61.3	52.1	29.1
1513	77.6	61.3	52.1	29.1
1514	77.6	61.3	52.1	29.1
1515	77.6	61.4	52.1	29.1
1516	77.6	61.4	51.9	29.1
1517	77.6	61.4	51.9	29.1
1518	77.6	61.4	51.9	29.1
1519	77.6	61.5	51.9	29.1
1520	77.6	61.5	51.9	29.1
1521	77.6	61.5	52	29.1
1522	77.6	61.5	52	28.9
1523	77.6	61.5	52	28.9
1524	77.6	61.6	52	28.9
1525	77.6	61.6	52	28.9
1526	77.6	61.6	52	28.9
1527	77.6	61.6	52	28.9
1528	77.7	61.6	52	28.9
1529	77.7	61.6	52	28.9
1530	77.7	61.6	52.1	28.9
1531	77.7	61.6	52.1	28.9
1532	77.7	61.6	52.1	28.9
1533	77.8	61.6	52.1	28.9
1534	77.8	61.6	52.1	28.9
1535	77.8	61.6	52.1	28.9
1536	77.8	61.6	52.1	28.9
1537	77.8	61.6	52.1	28.9
1538	77.9	61.6	52.1	28.9
1539	77.9	61.7	52.1	28.9
1540	77.9	61.7	52	28.9
1541	77.9	61.7	52	28.8
1542	77.9	61.7	52	28.8
1543	77.9	61.7	52	28.8
1544	77.9	61.9	52	28.8
1545	77.9	61.9	52.1	28.8
1546	77.9	61.9	52.1	28.6
1547	77.9	61.9	52.1	28.6
1548	77.9	61.9	52.1	28.6
1549	77.9	61.9	52.1	28.6
1550	77.9	61.9	52.1	28.6
1551	77.9	61.9	52.1	28.6
1552	77.8	61.9	52.1	28.6
1553	77.8	61.8	52.1	28.6
1554	77.8	61.8	52.1	28.6
1555	77.8	61.8	52.2	28.6
1556	77.8	61.8	52.2	28.6
1557	77.8	61.8	52.2	28.6
1558	77.8	61.7	52.2	28.6
1559	77.8	61.7	52.2	28.6
1560	77.8	61.7	52.2	28.6
1561	77.8	61.7	52.2	28.8
1562	77.9	61.7	52.2	28.8
1563	77.9	61.8	52.2	28.8
1564	77.9	61.8	52.3	28.8
1565	77.9	61.8	52.3	28.9
1566	77.9	61.8	52.3	28.9
1567	78	61.8	52.3	28.9
1568	78	61.8	52.3	28.9
1569	78	61.8	52.4	28.9
1570	78	61.8	52.4	29.6
1571	78	61.8	52.4	29.6
1572	78.1	61.8	52.4	29.6
1573	78.1	61.9	52.4	29.6
1574	78.1	61.9	52.4	29.6
1575	78.1	61.9	52.4	29.6
1576	78.1	61.9	52.4	29.6
1577	78.1	61.9	52.4	29.6
1578	78.1	61.9	52.4	29.6
1579	78.1	61.9	52.4	29.6
1580	78.1	61.9	52.4	29.4
1581	78.2	61.9	52.4	29.4
1582	78.2	62	52.4	29.4
1583	78.2	62	52.4	29.4
1584	78.2	62	52.3	29.4
1585	78.2	62	52.3	29.4
1586	78.3	62	52.3	29.4
1587	78.3	62.1	52.3	29.4
1588	78.3	62.1	52.3	29.4
1589	78.3	62.1	52.4	29.4
1590	78.3	62.1	52.4	29.3
1591	78.3	62.1	52.4	29.3
1592	78.3	62.2	52.4	29.3
1593	78.3	62.2	52.5	29.3
1594	78.3	62.2	52.5	29.3
1595	78.3	62.2	52.5	29.3
1596	78.3	62.2	52.5	29.3
1597	78.3	62.2	52.5	29.3
1598	78.3	62.2	52.5	29.3
1599	78.3	62.2	52.5	29.1
1600	78.3	62.2	52.5	29.1
1601	78.3	62.2	52.5	29.1
1602	78.3	62.2	52.5	29.1
1603	78.3	62.2	52.5	29.1
1604	78.3	62.2	52.5	29.1
1605	78.3	62.2	52.5	29.1
1606	78.3	62.2	52.5	29.1
1607	78.3	62.3	52.5	29.1
1608	78.3	62.3	52.5	29.1
1609	78.3	62.3	52.5	30.1
1610	78.3	62.3	52.5	30.1
1611	78.3	62.3	52.5	30.1
1612	78.3	62.3	52.5	30.1
1613	78.3	62.3	52.5	30.1
1614	78.3	62.3	52.5	31
1615	78.5	62.3	52.5	31
1616	78.5	62.3	52.5	31
1617	78.5	62.3	52.5	31
1618	78.5	62.3	52.5	31
1619	78.5	62.3	52.5	30.2
1620	78.6	62.3	52.5	30.2
1621	78.6	62.2	52.5	30.2
1622	78.6	62.2	52.5	30.2
1623	78.6	62.2	52.5	30.2
1624	78.6	62.2	52.5	29.6
1625	78.6	62.2	52.5	29.6
1626	78.6	62.2	52.5	29.6
1627	78.6	62.2	52.5	29.6
1628	78.6	62.2	52.5	29.6
1629	78.6	62.2	52.5	29.4
1630	78.6	62.2	52.5	29.4
1631	78.6	62.3	52.5	29.4
1632	78.6	62.3	52.5	29.4
1633	78.6	62.3	52.5	29.4
1634	78.6	62.3	52.5	30.1
1635	78.6	62.3	52.5	30.1
1636	78.6	62.5	52.5	30.1
1637	78.6	62.5	52.5	30.1
1638	78.6	62.5	52.5	30.1
1639	78.6	62.5	52.5	30
1640	78.7	62.5	52.5	30
1641	78.7	62.5	52.5	30
1642	78.7	62.5	52.5	30
1643	78.7	62.5	52.5	29.7
1644	78.7	62.5	52.5	29.7
1645	78.7	62.5	52.5	29.7
1646	78.7	62.5	52.5	29.7
1647	78.7	62.5	52.5	29.7
1648	78.7	62.5	52.5	29.6
1649	78.7	62.5	52.5	29.6
1650	78.7	62.5	52.5	29.6
1651	78.7	62.5	52.5	29.6
1652	78.7	62.5	52.5	29.6
1653	78.7	62.5	52.5	29.4
1654	78.7	62.5	52.5	29.4
1655	78.7	62.5	52.5	29.4
1656	78.7	62.6	52.5	29.4
1657	78.7	62.6	52.7	29.4
1658	78.7	62.6	52.7	29.4
1659	78.7	62.6	52.7	29.4
1660	78.7	62.6	52.7	29.4
1661	78.7	62.6	52.7	29.4
1662	78.7	62.6	52.7	29.4
1663	78.7	62.6	52.7	29.4
1664	78.7	62.6	52.7	29.4
1665	78.7	62.6	52.7	29.4
1666	78.7	62.6	52.7	29.4
1667	78.7	62.6	52.8	29.4
1668	78.7	62.6	52.8	29.6
1669	78.8	62.6	52.8	29.6
1670	78.8	62.6	52.8	29.6
1671	78.8	62.6	52.8	29.6
1672	78.8	62.6	52.9	29.6
1673	78.8	62.6	52.9	29.4
1674	78.9	62.6	52.9	29.4
1675	78.9	62.6	52.9	29.4
1676	78.9	62.6	53	29.4
1677	78.9	62.6	53	29.4
1678	78.9	62.6	53	29.4
1679	79	62.6	53	29.4
1680	79	62.7	53	29.4
1681	79	62.7	53	29.4
1682	79	62.7	53	29.4
1683	79	62.7	53	29.4
1684	79	62.7	53	29.4
1685	79	62.8	53	29.4
1686	79	62.8	53	29.4
1687	79	62.8	53	29.4
1688	79	62.8	53	29.6
1689	79	62.8	53	29.6
1690	79	62.8	53	29.6
1691	79	62.8	53	29.6
1692	79	62.8	53	29.4
1693	79	62.8	53	29.4
1694	79	62.8	53	29.4
1695	79	62.8	53	29.4
1696	79	62.8	53	29.4
1697	79	62.8	53	29.3
1698	79	62.8	53	29.3
1699	79.2	62.8	53	29.3
1700	79.2	62.9	53	29.3
1701	79.2	62.9	53	29.3
1702	79.2	62.9	53	29.1
1703	79.2	62.9	53	29.1
1704	79.2	62.9	53	29.1
1705	79.2	62.8	53	29.1
1706	79.2	62.8	53	29.1
1707	79.2	62.8	53	29.3
1708	79.3	62.8	53	29.3
1709	79.3	62.8	53	29.3
1710	79.3	62.9	53	29.3
1711	79.3	62.9	53	29.3
1712	79.3	62.9	53	29.4
1713	79.3	62.9	53	29.4
1714	79.3	62.9	53	29.4
1715	79.3	62.8	53	29.4
1716	79.3	62.8	53.2	29.4
1717	79.3	62.8	53.2	29.6
1718	79.4	62.8	53.2	29.6
1719	79.4	62.9	53.2	29.6
1720	79.4	62.9	53.2	29.6
1721	79.4	62.9	53.2	29.6
1722	79.4	62.9	53.2	29.6
1723	79.3	62.9	53.2	29.6
1724	79.3	62.9	53.2	29.6
1725	79.3	62.9	53.2	29.6
1726	79.3	62.9	53.3	29.6
1727	79.3	62.9	53.3	29.6
1728	79.3	62.9	53.3	29.6
1729	79.3	62.9	53.3	29.6
1730	79.3	62.9	53.3	29.6
1731	79.3	62.9	53.2	29.6
1732	79.3	62.9	53.2	29.4
1733	79.3	62.9	53.2	29.4
1734	79.3	63	53.2	29.4
1735	79.3	63	53.3	29.4
1736	79.3	63	53.3	29.4
1737	79.3	63	53.3	29.3
1738	79.3	63	53.3	29.3
1739	79.3	63.1	53.3	29.3
1740	79.3	63.1	53.3	29.3
1741	79.3	63.1	53.3	29.3
1742	79.3	63.1	53.3	29.1
1743	79.3	63.1	53.3	29.1
1744	79.3	63.1	53.3	29.1
1745	79.3	63.1	53.3	29.1
1746	79.3	63.1	53.3	29.1
1747	79.3	63.1	53.3	29.3
1748	79.4	63.1	53.3	29.3
1749	79.4	63.1	53.3	29.3
1750	79.4	63.1	53.3	29.3
1751	79.4	63.1	53.3	29.3
1752	79.4	63.1	53.3	29.3
1753	79.5	63.1	53.3	29.3
1754	79.5	63.2	53.3	29.3
1755	79.5	63.2	53.3	29.3
1756	79.5	63.2	53.3	29.3
1757	79.5	63.2	53.3	29.3
1758	79.6	63.2	53.3	29.3
1759	79.6	63.3	53.3	29.3
1760	79.6	63.3	53.3	29.3
1761	79.6	63.3	53.3	29.1
1762	79.6	63.3	53.3	29.1
1763	79.7	63.3	53.3	29.1
1764	79.7	63.3	53.3	29.1
1765	79.7	63.3	53.5	29.1
1766	79.7	63.3	53.5	29.1
1767	79.7	63.3	53.5	29.1
1768	79.7	63.3	53.5	29.1
1769	79.7	63.3	53.5	29.1
1770	79.7	63.3	53.5	29.1
1771	79.7	63.3	53.5	29.1
1772	79.7	63.3	53.5	29.1
1773	79.7	63.3	53.5	29.1
1774	79.7	63.3	53.5	29.1
1775	79.7	63.3	53.5	29.1
1776	79.7	63.3	53.5	29.1
1777	79.7	63.3	53.5	29.1
1778	79.7	63.3	53.5	29.1
1779	79.7	63.3	53.5	29.1
1780	79.7	63.3	53.5	29.1
1781	79.7	63.3	53.5	29.1
1782	79.7	63.3	53.5	29.1
1783	79.7	63.5	53.5	29.1
1784	79.7	63.5	53.5	29.1
1785	79.7	63.5	53.6	29.1
1786	79.7	63.5	53.6	29.1
1787	79.7	63.5	53.6	29.1
1788	79.7	63.5	53.6	29.1
1789	79.7	63.5	53.6	29.1
1790	79.7	63.5	53.6	29.1
1791	79.7	63.5	53.6	29.2
1792	79.7	63.5	53.6	29.2
1793	79.7	63.6	53.6	29.2
1794	79.7	63.6	53.6	29.2
1795	79.7	63.6	53.6	29.2
1796	79.7	63.6	53.6	29.2
1797	79.8	63.6	53.6	29.2
1798	79.8	63.6	53.6	29.2
1799	79.8	63.6	53.6	29.2
1800	79.8	63.6	53.6	29.2
1801	79.8	63.6	53.6	29.4
1802	79.8	63.6	53.6	29.4
1803	79.8	63.6	53.6	29.4
1804	79.8	63.6	53.6	29.4
1805	79.8	63.6	53.6	29.4
1806	79.8	63.6	53.6	29.4
1807	79.8	63.6	53.6	29.4
1808	79.8	63.7	53.6	29.4
1809	79.8	63.7	53.7	29.4
1810	79.8	63.7	53.7	29.4
1811	79.8	63.7	53.7	29.6
1812	79.8	63.7	53.7	29.6
1813	79.8	63.7	53.7	29.6
1814	79.8	63.7	53.7	29.6
1815	79.8	63.7	53.7	29.4
1816	79.8	63.7	53.7	29.4
1817	80	63.7	53.7	29.4
1818	80	63.6	53.7	29.4
1819	80	63.6	53.7	29.4
1820	80	63.6	53.7	29.6
1821	80	63.6	53.7	29.6
1822	80	63.6	53.7	29.6
1823	80	63.6	53.7	29.6
1824	80	63.6	53.7	29.6
1825	80	63.6	53.7	29.6
1826	80	63.6	53.7	29.6
1827	80	63.6	53.7	29.6
1828	80	63.6	53.7	29.6
1829	80	63.6	53.7	29.6
1830	80	63.6	53.7	29.6
1831	80	63.6	53.7	29.6
1832	80	63.6	53.7	29.6
1833	80	63.6	53.7	29.6
1834	80	63.6	53.7	29.6
1835	80	63.6	53.7	29.6
1836	80	63.6	53.7	29.6
1837	80	63.6	53.7	29.6
1838	80	63.6	53.7	29.6
1839	80	63.6	53.7	29.6
